question,choices,pct_voters,Trump,Biden,state,q_id,abbrev,votes,lat,lon
"Do you describe yourself as a man, a woman, or in some other way?",Men,0.48,57,41,iowa,1,IA,6,42.0751,-93.496
"Do you describe yourself as a man, a woman, or in some other way?",Women,0.51,50,48,iowa,1,IA,6,42.0751,-93.496
"Do you describe yourself as a man, a woman, or in some other way?",Some other way,0.01,,,iowa,1,IA,6,42.0751,-93.496
What is your age?,18-29,0.15,48,49,iowa,2,IA,6,42.0751,-93.496
What is your age?,30-44,0.21,51,47,iowa,2,IA,6,42.0751,-93.496
What is your age?,45-64,0.34,54,45,iowa,2,IA,6,42.0751,-93.496
What is your age?,65+,0.3,57,42,iowa,2,IA,6,42.0751,-93.496
Which best describes your level of education?,High school or less,0.28,54,44,iowa,3,IA,6,42.0751,-93.496
Which best describes your level of education?,"Some college, or associate degree",0.38,59,40,iowa,3,IA,6,42.0751,-93.496
Which best describes your level of education?,College graduate,0.24,49,48,iowa,3,IA,6,42.0751,-93.496
Which best describes your level of education?,Postgraduate study,0.1,39,59,iowa,3,IA,6,42.0751,-93.496
"What is your present religion, if any?",Protestant,0.35,64,34,iowa,4,IA,6,42.0751,-93.496
"What is your present religion, if any?",Catholic,0.2,53,46,iowa,4,IA,6,42.0751,-93.496
"What is your present religion, if any?",Mormon,0.01,,,iowa,4,IA,6,42.0751,-93.496
"What is your present religion, if any?",Other Christian,0.18,68,30,iowa,4,IA,6,42.0751,-93.496
"What is your present religion, if any?",Jewish,0,,,iowa,4,IA,6,42.0751,-93.496
"What is your present religion, if any?",Muslim,0,,,iowa,4,IA,6,42.0751,-93.496
"What is your present religion, if any?",Something else,0.08,44,53,iowa,4,IA,6,42.0751,-93.496
"What is your present religion, if any?",None,0.18,23,75,iowa,4,IA,6,42.0751,-93.496
What was your total household income in 2019?,"Under $25,000",0.13,41,58,iowa,6,IA,6,42.0751,-93.496
What was your total household income in 2019?,"$25,000-$49,999",0.22,52,47,iowa,6,IA,6,42.0751,-93.496
What was your total household income in 2019?,"$50,000-$74,999",0.24,54,44,iowa,6,IA,6,42.0751,-93.496
What was your total household income in 2019?,"$75,000-$99,999",0.2,63,35,iowa,6,IA,6,42.0751,-93.496
What was your total household income in 2019?,"$100,000 or more",0.21,52,47,iowa,6,IA,6,42.0751,-93.496
When did you vote?,Election Day,0.34,75,22,iowa,7,IA,6,42.0751,-93.496
When did you vote?,Early or absentee,0.66,42,57,iowa,7,IA,6,42.0751,-93.496
Do you have a close friend or family member who has died from the coronavirus?,Yes,0.16,,,iowa,8,IA,6,42.0751,-93.496
Do you have a close friend or family member who has died from the coronavirus?,No,0.84,55,42,iowa,8,IA,6,42.0751,-93.496
Do you think the condition of the nation’s economy is:,Excellent or good,0.51,83,16,iowa,9,IA,6,42.0751,-93.496
Do you think the condition of the nation’s economy is:,Not so good or poor,0.49,22,76,iowa,9,IA,6,42.0751,-93.496
Do you think the coronavirus in the United States is:,At least somewhat under control,0.49,89,9,iowa,10,IA,6,42.0751,-93.496
Do you think the coronavirus in the United States is:,Not at all under control,0.5,18,81,iowa,10,IA,6,42.0751,-93.496
How serious a problem is racism in U.S. society?,Very or somewhat serious,0.73,38,60,iowa,11,IA,6,42.0751,-93.496
How serious a problem is racism in U.S. society?,Not too or not at all serious,0.27,94,5,iowa,11,IA,6,42.0751,-93.496
How serious a problem is racism in policing?,Very or somewhat serious,0.65,34,64,iowa,12,IA,6,42.0751,-93.496
How serious a problem is racism in policing?,Not too or not at all serious,0.32,90,8,iowa,12,IA,6,42.0751,-93.496
"Thinking about the criminal justice system in the United States, would you say it:",Needs a complete overhaul or major changes,0.61,43,55,iowa,13,IA,6,42.0751,-93.496
"Thinking about the criminal justice system in the United States, would you say it:",Needs minor changes or no changes,0.38,75,23,iowa,13,IA,6,42.0751,-93.496
"In general, how concerned are you about the effects of climate change?",Very or somewhat concerned,0.64,35,63,iowa,14,IA,6,42.0751,-93.496
"In general, how concerned are you about the effects of climate change?",Not too or not at all concerned,0.36,93,5,iowa,14,IA,6,42.0751,-93.496
Should gun laws in the U.S. be made:,More strict,0.44,20,78,iowa,15,IA,6,42.0751,-93.496
Should gun laws in the U.S. be made:,Less strict,0.13,,,iowa,15,IA,6,42.0751,-93.496
Should gun laws in the U.S. be made:,Kept as they are,0.42,83,15,iowa,15,IA,6,42.0751,-93.496
How old are you? And what is your gender?,18-29 men,0.07,63,33,iowa,16,IA,6,42.0751,-93.496
How old are you? And what is your gender?,18-29 women,0.07,34,64,iowa,16,IA,6,42.0751,-93.496
How old are you? And what is your gender?,30-44 men,0.11,47,50,iowa,16,IA,6,42.0751,-93.496
How old are you? And what is your gender?,30-44 women,0.1,54,43,iowa,16,IA,6,42.0751,-93.496
How old are you? And what is your gender?,45-64 men,0.16,59,40,iowa,16,IA,6,42.0751,-93.496
How old are you? And what is your gender?,45-64 women,0.18,50,49,iowa,16,IA,6,42.0751,-93.496
How old are you? And what is your gender?,65+ men,0.14,59,40,iowa,16,IA,6,42.0751,-93.496
How old are you? And what is your gender?,65+ women,0.16,55,44,iowa,16,IA,6,42.0751,-93.496
How old are you? And what is your gender?,All others,0.01,,,iowa,16,IA,6,42.0751,-93.496
What is your racial or ethnic heritage?,White,0.94,54,44,iowa,17,IA,6,42.0751,-93.496
What is your racial or ethnic heritage?,African-American or Black,0.02,,,iowa,17,IA,6,42.0751,-93.496
What is your racial or ethnic heritage?,Latino or Hispanic,0.02,,,iowa,17,IA,6,42.0751,-93.496
What is your racial or ethnic heritage?,Other,0.02,66,29,iowa,17,IA,6,42.0751,-93.496
What is your racial or ethnic heritage?,White,0.94,54,44,iowa,18,IA,6,42.0751,-93.496
What is your racial or ethnic heritage?,Nonwhite,0.06,37,60,iowa,18,IA,6,42.0751,-93.496
What is your racial or ethnic heritage? And what is your gender?,White men,0.45,58,40,iowa,19,IA,6,42.0751,-93.496
What is your racial or ethnic heritage? And what is your gender?,White women,0.49,51,47,iowa,19,IA,6,42.0751,-93.496
What is your racial or ethnic heritage? And what is your gender?,Nonwhite men,0.03,,,iowa,19,IA,6,42.0751,-93.496
What is your racial or ethnic heritage? And what is your gender?,Nonwhite women,0.03,33,64,iowa,19,IA,6,42.0751,-93.496
What is your racial or ethnic heritage? And what is your gender?,All others,0.01,,,iowa,19,IA,6,42.0751,-93.496
What is your racial or ethnic heritage? And how old are you?,White 18-44,0.33,51,47,iowa,20,IA,6,42.0751,-93.496
What is your racial or ethnic heritage? And how old are you?,White 45+,0.62,56,43,iowa,20,IA,6,42.0751,-93.496
What is your racial or ethnic heritage? And how old are you?,Nonwhite 18-44,0.03,37,60,iowa,20,IA,6,42.0751,-93.496
What is your racial or ethnic heritage? And how old are you?,Nonwhite 45+,0.02,,,iowa,20,IA,6,42.0751,-93.496
Would you describe yourself as a white evangelical or white born-again Christian?,White evangelical/white born-again Christians,0.26,76,21,iowa,5,IA,6,42.0751,-93.496
Would you describe yourself as a white evangelical or white born-again Christian?,All others,0.74,49,50,iowa,5,IA,6,42.0751,-93.496
"How often, if at all, do you attend religious services?",At least monthly,0.41,71,26,iowa,21,IA,6,42.0751,-93.496
"How often, if at all, do you attend religious services?",Less often,0.59,44,54,iowa,21,IA,6,42.0751,-93.496
Marital Status,Married,0.67,61,37,iowa,22,IA,6,42.0751,-93.496
Marital Status,Not married,0.33,45,54,iowa,22,IA,6,42.0751,-93.496
Are you married? What is your gender?,Married men,0.32,60,37,iowa,23,IA,6,42.0751,-93.496
Are you married? What is your gender?,Married women,0.35,62,36,iowa,23,IA,6,42.0751,-93.496
Are you married? What is your gender?,Not married men,0.14,,,iowa,23,IA,6,42.0751,-93.496
Are you married? What is your gender?,Not married women,0.2,44,55,iowa,23,IA,6,42.0751,-93.496
What is your gender and level of education?,Noncollege graduate men,0.3,60,39,iowa,24,IA,6,42.0751,-93.496
What is your gender and level of education?,College graduate men,0.18,52,45,iowa,24,IA,6,42.0751,-93.496
What is your gender and level of education?,Noncollege graduate women,0.36,55,44,iowa,24,IA,6,42.0751,-93.496
What is your gender and level of education?,College graduate women,0.15,39,59,iowa,24,IA,6,42.0751,-93.496
What is your gender and level of education?,All others,0.01,,,iowa,24,IA,6,42.0751,-93.496
What is your racial or ethnic heritage and level of education?,White noncollege,0.62,58,40,iowa,25,IA,6,42.0751,-93.496
What is your racial or ethnic heritage and level of education?,White college,0.32,47,51,iowa,25,IA,6,42.0751,-93.496
What is your racial or ethnic heritage and level of education?,Nonwhite noncollege,0.04,35,62,iowa,25,IA,6,42.0751,-93.496
What is your racial or ethnic heritage and level of education?,Nonwhite college,0.02,,,iowa,25,IA,6,42.0751,-93.496
What is your age and education level?,Noncollege 18-44,0.23,54,43,iowa,26,IA,6,42.0751,-93.496
What is your age and education level?,College 18-44,0.13,41,56,iowa,26,IA,6,42.0751,-93.496
What is your age and education level?,College 45+,0.44,58,41,iowa,26,IA,6,42.0751,-93.496
What is your age and education level?,Noncollege 45+,0.2,50,49,iowa,26,IA,6,42.0751,-93.496
Which of the following best describes the area where you live?,Urban,0.17,36,62,iowa,27,IA,6,42.0751,-93.496
Which of the following best describes the area where you live?,Suburban,0.27,48,50,iowa,27,IA,6,42.0751,-93.496
Which of the following best describes the area where you live?,Small town or rural,0.56,61,38,iowa,27,IA,6,42.0751,-93.496
What is your gender? And the size of the place where you live?,Urban men,0.08,39,58,iowa,28,IA,6,42.0751,-93.496
What is your gender? And the size of the place where you live?,Suburban men,0.13,54,44,iowa,28,IA,6,42.0751,-93.496
What is your gender? And the size of the place where you live?,Small town/Rural men,0.27,64,35,iowa,28,IA,6,42.0751,-93.496
What is your gender? And the size of the place where you live?,Urban women,0.08,34,65,iowa,28,IA,6,42.0751,-93.496
What is your gender? And the size of the place where you live?,Suburban women,0.14,44,54,iowa,28,IA,6,42.0751,-93.496
What is your gender? And the size of the place where you live?,Small town or rural women,0.29,58,40,iowa,28,IA,6,42.0751,-93.496
What is your gender? And the size of the place where you live?,All others,0.01,,,iowa,28,IA,6,42.0751,-93.496
What is your racial or ethnic heritage? And the size of the place where you live?,White urban,0.14,39,59,iowa,29,IA,6,42.0751,-93.496
What is your racial or ethnic heritage? And the size of the place where you live?,White suburban,0.26,49,49,iowa,29,IA,6,42.0751,-93.496
What is your racial or ethnic heritage? And the size of the place where you live?,White small town or rural,0.54,61,38,iowa,29,IA,6,42.0751,-93.496
What is your racial or ethnic heritage? And the size of the place where you live?,Nonwhite urban,0.02,,,iowa,29,IA,6,42.0751,-93.496
What is your racial or ethnic heritage? And the size of the place where you live?,Nonwhite suburban,0.02,,,iowa,29,IA,6,42.0751,-93.496
What is your racial or ethnic heritage? And the size of the place where you live?,Nonwhite small town or rural,0.02,,,iowa,29,IA,6,42.0751,-93.496
What describes the area where you live? And what is your level of education?,Urban college,0.06,35,62,iowa,30,IA,6,42.0751,-93.496
What describes the area where you live? And what is your level of education?,Suburban college,0.12,43,55,iowa,30,IA,6,42.0751,-93.496
What describes the area where you live? And what is your level of education?,Small town or rural college,0.16,53,45,iowa,30,IA,6,42.0751,-93.496
What describes the area where you live? And what is your level of education?,Urban noncollege,0.11,37,62,iowa,30,IA,6,42.0751,-93.496
What describes the area where you live? And what is your level of education?,Suburban noncollege,0.15,53,45,iowa,30,IA,6,42.0751,-93.496
What describes the area where you live? And what is your level of education?,Small town or rural noncollege,0.41,64,35,iowa,30,IA,6,42.0751,-93.496
"Do you or does any other member of your household own a handgun, rifle, shotgun, or any other kind of firearm?",Gun in household,0.5,65,33,iowa,31,IA,6,42.0751,-93.496
"Do you or does any other member of your household own a handgun, rifle, shotgun, or any other kind of firearm?",No gun in household,0.5,46,53,iowa,31,IA,6,42.0751,-93.496
"Have you, or has any member of your household, ever served in the U.S. military?",Veteran household,0.22,66,34,iowa,32,IA,6,42.0751,-93.496
"Have you, or has any member of your household, ever served in the U.S. military?",Nonveteran household,0.78,54,44,iowa,32,IA,6,42.0751,-93.496
Which best describes your family's financial situation? Are you...,Getting ahead,0.15,,,iowa,33,IA,6,42.0751,-93.496
Which best describes your family's financial situation? Are you...,Holding steady,0.67,53,45,iowa,33,IA,6,42.0751,-93.496
Which best describes your family's financial situation? Are you...,Falling behind,0.17,,,iowa,33,IA,6,42.0751,-93.496
How serious a problem is racism in U.S. society?,Very serious,0.35,18,80,iowa,11,IA,6,42.0751,-93.496
How serious a problem is racism in U.S. society?,Less serious,0.64,72,26,iowa,11,IA,6,42.0751,-93.496
How serious a problem is racism in policing?,Very serious,0.32,16,83,iowa,12,IA,6,42.0751,-93.496
How serious a problem is racism in policing?,Less serious,0.65,71,27,iowa,12,IA,6,42.0751,-93.496
"In general, would you say police in this country are too tough, not tough enough or about right in handling of crime?",Too tough,0.23,13,85,iowa,34,IA,6,42.0751,-93.496
"In general, would you say police in this country are too tough, not tough enough or about right in handling of crime?",Not tough enough,0.26,80,16,iowa,34,IA,6,42.0751,-93.496
"In general, would you say police in this country are too tough, not tough enough or about right in handling of crime?",About right,0.51,63,35,iowa,34,IA,6,42.0751,-93.496
Which best describes your feelings about the way the federal government is working?,Enthusiastic or satisfied,0.27,92,7,iowa,35,IA,6,42.0751,-93.496
Which best describes your feelings about the way the federal government is working?,Dissatisfied or angry,0.73,37,61,iowa,35,IA,6,42.0751,-93.496
