q_id,question,choices,pct_voters,Trump,Biden,state
143,"Thinking about voting in this presidential election, how important to you was the economic downturn?",Not a factor,0.04,,,iowa
144,"In deciding how to vote for U.S. Senator, how important was it to you which party controls the Senate?",The single most important factor,0.44,57,42,iowa
144,"In deciding how to vote for U.S. Senator, how important was it to you which party controls the Senate?","An important factor, but not the most important",0.44,51,48,iowa
144,"In deciding how to vote for U.S. Senator, how important was it to you which party controls the Senate?",A minor factor,0.06,45,51,iowa
144,"In deciding how to vote for U.S. Senator, how important was it to you which party controls the Senate?",Not a factor,0.05,46,42,iowa
145,How serious a problem is racism in U.S. society?,Very serious,0.35,18,80,iowa
145,How serious a problem is racism in U.S. society?,Somewhat serious,0.38,57,41,iowa
145,How serious a problem is racism in U.S. society?,Not too serious,0.2,93,5,iowa
145,How serious a problem is racism in U.S. society?,Not at all serious,0.06,97,3,iowa
146,How serious a problem is racism in U.S. society?,Very serious,0.35,18,80,iowa
146,How serious a problem is racism in U.S. society?,Less serious,0.64,72,26,iowa
147,How serious a problem is racism in policing?,Very serious,0.32,16,83,iowa
147,How serious a problem is racism in policing?,Somewhat serious,0.33,52,45,iowa
147,How serious a problem is racism in policing?,Not too serious,0.22,87,10,iowa
147,How serious a problem is racism in policing?,Not at all serious,0.1,97,3,iowa
148,How serious a problem is racism in policing?,Very serious,0.32,16,83,iowa
148,How serious a problem is racism in policing?,Less serious,0.65,71,27,iowa
149,"In general, would you say police in this country are too tough, not tough enough or about right in handling of crime?",Too tough,0.23,13,85,iowa
149,"In general, would you say police in this country are too tough, not tough enough or about right in handling of crime?",Not tough enough,0.26,80,16,iowa
149,"In general, would you say police in this country are too tough, not tough enough or about right in handling of crime?",About right,0.51,63,35,iowa
150,"Thinking about the criminal justice system in the United States, would you say it:",It needs a complete overhaul,0.18,,,iowa
150,"Thinking about the criminal justice system in the United States, would you say it:",It needs major changes,0.44,47,51,iowa
150,"Thinking about the criminal justice system in the United States, would you say it:",It needs minor changes,0.36,75,24,iowa
150,"Thinking about the criminal justice system in the United States, would you say it:",No changes are needed,0.03,,,iowa
151,"Thinking about the presidential election in the U.S., how confident are you that votes will be counted accurately?",Very confident,0.24,41,57,iowa
151,"Thinking about the presidential election in the U.S., how confident are you that votes will be counted accurately?",Somewhat confident,0.47,50,48,iowa
151,"Thinking about the presidential election in the U.S., how confident are you that votes will be counted accurately?",Not too confident,0.22,68,30,iowa
151,"Thinking about the presidential election in the U.S., how confident are you that votes will be counted accurately?",Not at all confident,0.07,70,28,iowa
152,"Thinking about the presidential election in the U.S., how confident are you that votes will be counted accurately?",Very confident,0.24,41,57,iowa
152,"Thinking about the presidential election in the U.S., how confident are you that votes will be counted accurately?",Less confident,0.75,57,41,iowa
153,"Thinking about the presidential election in the U.S., how confident are you that people who are eligible will be allowed to vote?",Very confident,0.44,71,27,iowa
153,"Thinking about the presidential election in the U.S., how confident are you that people who are eligible will be allowed to vote?",Somewhat confident,0.4,43,55,iowa
153,"Thinking about the presidential election in the U.S., how confident are you that people who are eligible will be allowed to vote?",Not too confident,0.12,24,75,iowa
153,"Thinking about the presidential election in the U.S., how confident are you that people who are eligible will be allowed to vote?",Not at all confident,0.03,,,iowa
154,"Thinking about the presidential election in the U.S., how confident are you that people who are eligible will be allowed to vote?",Very confident,0.44,71,27,iowa
154,"Thinking about the presidential election in the U.S., how confident are you that people who are eligible will be allowed to vote?",Less confident,0.55,38,60,iowa
155,"Thinking about the presidential election in the U.S., how confident are you that people who are not eligible will not be allowed to vote?",Very confident,0.32,26,73,iowa
155,"Thinking about the presidential election in the U.S., how confident are you that people who are not eligible will not be allowed to vote?",Somewhat confident,0.32,49,49,iowa
155,"Thinking about the presidential election in the U.S., how confident are you that people who are not eligible will not be allowed to vote?",Not too confident,0.24,80,18,iowa
155,"Thinking about the presidential election in the U.S., how confident are you that people who are not eligible will not be allowed to vote?",Not at all confident,0.11,85,14,iowa
156,"Thinking about the presidential election in the U.S., how confident are you that people who are not eligible will not be allowed to vote?",Very or somewhat confident,0.63,38,61,iowa
156,"Thinking about the presidential election in the U.S., how confident are you that people who are not eligible will not be allowed to vote?",Not too or not at all confident,0.35,81,16,iowa
157,"Thinking about the presidential election in the U.S., how confident are you that people who are not eligible will not be allowed to vote?",Very confident,0.32,26,73,iowa
157,"Thinking about the presidential election in the U.S., how confident are you that people who are not eligible will not be allowed to vote?",Less confident,0.67,66,32,iowa
158,How concerned are you that interference by foreign governments might affect the outcome of this election?,Very concerned,0.28,18,82,iowa
158,How concerned are you that interference by foreign governments might affect the outcome of this election?,Somewhat concerned,0.32,50,47,iowa
158,How concerned are you that interference by foreign governments might affect the outcome of this election?,Not too concerned,0.27,86,13,iowa
158,How concerned are you that interference by foreign governments might affect the outcome of this election?,Not at all concerned,0.12,,,iowa
159,How concerned are you that interference by foreign governments might affect the outcome of this election?,Very or somewhat concerned,0.6,35,63,iowa
159,How concerned are you that interference by foreign governments might affect the outcome of this election?,Not too or not at all concerned,0.39,89,10,iowa
160,Do you approve or disapprove of the way Congress is handling its job?,Approve strongly,0.05,,,iowa
160,Do you approve or disapprove of the way Congress is handling its job?,Approve somewhat,0.19,,,iowa
160,Do you approve or disapprove of the way Congress is handling its job?,Disapprove somewhat,0.28,49,49,iowa
160,Do you approve or disapprove of the way Congress is handling its job?,Disapprove strongly,0.47,35,64,iowa
161,Do you approve or disapprove of the way Congress is handling its job?,Approve,0.24,76,23,iowa
161,Do you approve or disapprove of the way Congress is handling its job?,Disapprove,0.75,40,58,iowa
161,Do you approve or disapprove of the way Congress is handling its job?,Enthusiastic,0.04,,,iowa
162,Which best describes your feelings about the way the federal government is working?,"Satisfied, but not enthusiastic",0.23,91,7,iowa
162,Which best describes your feelings about the way the federal government is working?,"Dissatisfied, but not angry",0.38,48,49,iowa
162,Which best describes your feelings about the way the federal government is working?,Angry,0.34,24,75,iowa
163,Which best describes your feelings about the way the federal government is working?,Enthusiastic or satisfied,0.27,92,7,iowa
163,Which best describes your feelings about the way the federal government is working?,Dissatisfied or angry,0.73,37,61,iowa
164,Which comes closer to your views?,Government should do more to solve problems,0.47,22,77,iowa
164,Which comes closer to your views?,Government doing too many things better left to business and individuals,0.51,81,17,iowa
165,How important is it to you for the next president to bring the country together?,Very important,0.71,41,58,iowa
165,How important is it to you for the next president to bring the country together?,Somewhat important,0.23,74,25,iowa
165,How important is it to you for the next president to bring the country together?,Not too important,0.04,,,iowa
165,How important is it to you for the next president to bring the country together?,Not at all important,0.01,,,iowa
166,How important is it to you for the next president to shake up the political system?,Very important,0.33,60,38,iowa
166,How important is it to you for the next president to shake up the political system?,Somewhat important,0.37,55,43,iowa
166,How important is it to you for the next president to shake up the political system?,Not too important,0.2,28,71,iowa
166,How important is it to you for the next president to shake up the political system?,Not at all important,0.09,,,iowa
167,How important is it to you for the next president to look out for people like you?,Very important,0.61,49,51,iowa
167,How important is it to you for the next president to look out for people like you?,Somewhat important,0.31,52,44,iowa
167,How important is it to you for the next president to look out for people like you?,Not too important,0.07,,,iowa
167,How important is it to you for the next president to look out for people like you?,Not at all important,0.01,,,iowa
168,Do you favor or oppose increasing federal government spending on green and renewable energy?,Strongly favor,0.3,7,91,iowa
168,Do you favor or oppose increasing federal government spending on green and renewable energy?,Somewhat favor,0.32,48,50,iowa
168,Do you favor or oppose increasing federal government spending on green and renewable energy?,Somewhat oppose,0.18,,,iowa
168,Do you favor or oppose increasing federal government spending on green and renewable energy?,Strongly oppose,0.19,,,iowa
169,Do you favor or oppose reducing government regulation of business?,Strongly favor,0.28,86,12,iowa
169,Do you favor or oppose reducing government regulation of business?,Somewhat favor,0.36,57,42,iowa
169,Do you favor or oppose reducing government regulation of business?,Somewhat oppose,0.23,21,77,iowa
